Genome,Annotation_method,type,start,end,ID,eC_number,Name,dbxref,gene,inference,locus_tag,product
Brevi_JB5_92,Prodigal:2.6,CDS,119478,120431,ID=IFEKPJDH_07123,eC_number=1.13.11.2,Name=catE_2,dbxref=COG:COG2514,gene=catE_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54721,locus_tag=IFEKPJDH_07123,product=Catechol-2%2C3-dioxygenase
Brevi_JB5_108,Prodigal:2.6,CDS,33728,34192,ID=IFEKPJDH_07355,eC_number=1.-.-.-,Name=catD_4,dbxref=COG:COG2259,gene=catD_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54720,locus_tag=IFEKPJDH_07355,product=Putative oxidoreductase CatD
SEQ_BC9_2,Aragorn:1.2,tRNA,35086,35157,ID=IFEKPJDH_07492,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=IFEKPJDH_07492,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_BC9_5,Prodigal:2.6,CDS,2,574,ID=IFEKPJDH_07541,Name=repB,gene=repB,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P13921,locus_tag=IFEKPJDH_07541,product=Replication protein RepB,NA,NA
SEQ_BC9_12,Prodigal:2.6,CDS,82122,82934,ID=IFEKPJDH_07695,eC_number=1.13.11.2,Name=catE_3,dbxref=COG:COG2514,gene=catE_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54721,locus_tag=IFEKPJDH_07695,product=Catechol-2%2C3-dioxygenase
SEQ_BC9_13,Prodigal:2.6,CDS,186883,187335,ID=IFEKPJDH_07909,eC_number=2.8.1.12,Name=moaE,gene=moaE,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P65401,locus_tag=IFEKPJDH_07909,product=Molybdopterin synthase catalytic subunit,NA
SEQ_BC9_14,Prodigal:2.6,CDS,200902,201273,ID=IFEKPJDH_08192,Name=yjbI,dbxref=COG:COG2346,gene=yjbI,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O31607,locus_tag=IFEKPJDH_08192,product=Group 2 truncated hemoglobin YjbI,NA
SEQ_BC9_15,Prodigal:2.6,CDS,28652,29683,ID=IFEKPJDH_08226,eC_number=2.1.3.3,Name=arcB_2,gene=arcB_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P65602,locus_tag=IFEKPJDH_08226,product=Ornithine carbamoyltransferase%2C catabolic,NA
SEQ_BC9_19,Prodigal:2.6,CDS,78967,80373,ID=IFEKPJDH_08360,Name=dnaB_3,dbxref=COG:COG3611,gene=dnaB_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P07908,locus_tag=IFEKPJDH_08360,product=Replication initiation and membrane attachment protein,NA
SEQ_BC9_19,Prodigal:2.6,CDS,293945,294631,ID=IFEKPJDH_08574,Name=dnaD,dbxref=COG:COG3935,gene=dnaD,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P39787,locus_tag=IFEKPJDH_08574,product=DNA replication protein DnaD,NA
SEQ_BC9_19,Prodigal:2.6,CDS,339275,340066,ID=IFEKPJDH_08620,Name=nirQ,dbxref=COG:COG0714,gene=nirQ,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q02441,locus_tag=IFEKPJDH_08620,product=Denitrification regulatory protein NirQ,NA
SEQ_BC9_19,Prodigal:2.6,CDS,474922,475707,ID=IFEKPJDH_08759,Name=dnaC_1,dbxref=COG:COG1484,gene=dnaC_1,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AEF0,locus_tag=IFEKPJDH_08759,product=DNA replication protein DnaC,NA
SEQ_BC9_19,Prodigal:2.6,CDS,667201,667974,ID=IFEKPJDH_08957,Name=dnaC_2,dbxref=COG:COG1484,gene=dnaC_2,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AEF0,locus_tag=IFEKPJDH_08957,product=DNA replication protein DnaC,NA
SEQ_BC9_19,Prodigal:2.6,CDS,699530,700324,ID=IFEKPJDH_08995,eC_number=1.13.11.2,Name=catE_4,dbxref=COG:COG2514,gene=catE_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54721,locus_tag=IFEKPJDH_08995,product=Catechol-2%2C3-dioxygenase
SEQ_BC9_23,Prodigal:2.6,CDS,84512,85312,ID=IFEKPJDH_09316,Name=tagG_4,dbxref=COG:COG1682,gene=tagG_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=IFEKPJDH_09316,product=Teichoic acid translocation permease protein TagG,NA
SEQ_BC9_28,Prodigal:2.6,CDS,64644,65444,ID=IFEKPJDH_09399,Name=tagG_5,dbxref=COG:COG1682,gene=tagG_5,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P42953,locus_tag=IFEKPJDH_09399,product=Teichoic acid translocation permease protein TagG,NA
SEQ_BC9_34,Prodigal:2.6,CDS,19623,20441,ID=IFEKPJDH_09617,Name=catM,gene=catM,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P07774,locus_tag=IFEKPJDH_09617,product=HTH-type transcriptional regulator CatM,NA,NA
SEQ_BC9_34,Prodigal:2.6,CDS,61546,63108,ID=IFEKPJDH_09646,Name=recF_3,dbxref=COG:COG1195,gene=recF_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WHI9,locus_tag=IFEKPJDH_09646,product=DNA replication and repair protein RecF,NA
SEQ_BC9_34,Prodigal:2.6,CDS,81936,83339,ID=IFEKPJDH_09666,eC_number=3.6.4.12,Name=dnaC_3,dbxref=COG:COG0305,gene=dnaC_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37469,locus_tag=IFEKPJDH_09666,product=Replicative DNA helicase
SEQ_BC9_34,Prodigal:2.6,CDS,98728,99843,ID=IFEKPJDH_09678,Name=recF_4,dbxref=COG:COG1195,gene=recF_4,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WHI9,locus_tag=IFEKPJDH_09678,product=DNA replication and repair protein RecF,NA
SEQ_BC9_34,Prodigal:2.6,CDS,101977,103344,ID=IFEKPJDH_09680,Name=dnaA_3,gene=dnaA_3,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P68866,locus_tag=IFEKPJDH_09680,product=Chromosomal replication initiator protein DnaA,NA,NA
SEQ_BC9_34,Prodigal:2.6,CDS,104883,106265,ID=IFEKPJDH_09683,eC_number=3.6.-.-,Name=mnmE,dbxref=COG:COG0486,gene=mnmE,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8YN91,locus_tag=IFEKPJDH_09683,product=tRNA modification GTPase MnmE
SEQ_BC9_34,Prodigal:2.6,CDS,106282,108159,ID=IFEKPJDH_09684,Name=mnmG,gene=mnmG,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P64230,locus_tag=IFEKPJDH_09684,product=tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,NA,NA
SEQ_BC9_51,Prodigal:2.6,CDS,82353,83576,ID=IFEKPJDH_09970,Name=mntH_5,dbxref=COG:COG1914,gene=mntH_5,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9RPF4,locus_tag=IFEKPJDH_09970,product=Divalent metal cation transporter MntH,NA
SEQ_BC9_60,Prodigal:2.6,CDS,527,1450,ID=IFEKPJDH_10193,Name=repD,gene=repD,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P03065,locus_tag=IFEKPJDH_10193,product=Replication initiation protein,NA,NA
SEQ_BC9_63,Aragorn:1.2,tRNA,47,121,ID=IFEKPJDH_10196,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=IFEKPJDH_10196,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_BC9_63,Aragorn:1.2,tRNA,148,221,ID=IFEKPJDH_10197,inference=COORDINATES:profile:Aragorn:1.2,locus_tag=IFEKPJDH_10197,product=tRNA-Met(cat),NA,NA,NA,NA
SEQ_BC9_68,Prodigal:2.6,CDS,866,2188,ID=IFEKPJDH_10266,Name=mntH_6,gene=mntH_6,inference=ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q99UZ7,locus_tag=IFEKPJDH_10266,product=Divalent metal cation transporter MntH,NA,NA
