Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Brachy_341_9.fa,Brachy_738_10.fa,Brachy_862_8.fa,Brachy_876_9.fa,Brachy_900_8.fa,Brachy_908_11.fa,Brachy_947_11.fa,Brachy_962_10.fa,Brachy_JB7.fa,Brevi_341_13.fa,Brevi_738_8.fa,Brevi_862_7.fa,Brevi_876_7.fa,Brevi_900_6.fa,Brevi_908_7.fa,Brevi_947_7.fa,Brevi_962_8.fa,Brevi_JB5.fa,SEQ_341_10.fa,SEQ_738_7.fa,SEQ_862_5.fa,SEQ_876_5.fa,SEQ_900_4.fa,SEQ_908_10.fa,SEQ_947_12.fa,SEQ_962_6.fa,SEQ_JB9.fa
group_772,,hypothetical protein,3,3,1,1,3925,1,5856,,257,1709,1225,,Brachy_738_10.fa_02567,,,,,Brachy_947_11.fa_01124,Brachy_962_10.fa_02923,,,,,,,,,,,,,,,,,,,
hsdR,,Type I restriction enzyme EcoR124II R protein,3,3,1,1,4375,1,4249,,3134,3134,3134,,,Brachy_862_8.fa_01460,,,Brachy_908_11.fa_02732,,,,,,,,,,,,Brevi_JB5.fa_03095,,,,,,,,,
hindIIIM,,Modification methylase HindIII,3,3,1,1,11780,1,850,,1076,1076,1076,,,,,,,Brachy_947_11.fa_03545,,,,,,,,,,Brevi_962_8.fa_03613,Brevi_JB5.fa_00277,,,,,,,,,
group_7914,,hypothetical protein,3,3,1,1,11760,1,848,,1433,1433,1433,,,,,,,Brachy_947_11.fa_03546,,,,,,,,,,Brevi_962_8.fa_03615,Brevi_JB5.fa_00279,,,,,,,,,
group_7915,,hypothetical protein,3,3,1,1,11759,1,847,,1013,1013,1013,,,,,,,Brachy_947_11.fa_03547,,,,,,,,,,Brevi_962_8.fa_03616,Brevi_JB5.fa_00280,,,,,,,,,
group_798,,hypothetical protein,3,3,1,1,11405,1,6749,,905,905,905,,,,Brachy_876_9.fa_03471,,,Brachy_947_11.fa_00507,Brachy_962_10.fa_03460,,,,,,,,,,,,,,,,,,,
group_800,,hypothetical protein,3,3,1,1,11404,1,6748,,362,362,362,,,,Brachy_876_9.fa_03472,,,Brachy_947_11.fa_00506,Brachy_962_10.fa_03461,,,,,,,,,,,,,,,,,,,
group_803,,hypothetical protein,3,3,1,1,5591,1,3028,,314,329,324,,,,,Brachy_900_8.fa_01430,Brachy_908_11.fa_02390,Brachy_947_11.fa_03011,,,,,,,,,,,,,,,,,,,,
group_8125,,hypothetical protein,3,3,1,1,3087,1,5518,,1142,1151,1145,,,,Brachy_876_9.fa_00627,Brachy_900_8.fa_01028,,,,Brachy_JB7.fa_02482,,,,,,,,,,,,,,,,,,
group_8510,accA1,Acetyl-/propionyl-coenzyme A carboxylase alpha chain,3,3,1,1,889,1,3380,,2060,2060,2060,,,,,,,,,,Brevi_341_13.fa_00433,,Brevi_862_7.fa_01920,Brevi_876_7.fa_00874,,,,,,,,,,,,,,
group_8511,mce3R,Transcriptional repressor Mce3R,3,3,1,1,710,1,3377,,623,623,623,,,,,,,,,,Brevi_341_13.fa_00435,,Brevi_862_7.fa_01918,Brevi_876_7.fa_00872,,,,,,,,,,,,,,
ccrA2,,Crotonyl-CoA reductase,3,3,1,1,883,1,3379,,920,920,920,,,,,,,,,,Brevi_341_13.fa_00436,,Brevi_862_7.fa_01917,Brevi_876_7.fa_00871,,,,,,,,,,,,,,
group_8554,,hypothetical protein,3,3,1,1,9918,1,10104,,1367,1367,1367,,,,,,,,,,Brevi_341_13.fa_00507,,,Brevi_876_7.fa_02204,,,Brevi_947_7.fa_03023,,,,,,,,,,,
group_856,rdmC,Aclacinomycin methylesterase RdmC,3,3,1,1,2205,1,1898,,839,839,839,,,,,,,,,,Brevi_341_13.fa_01081,,,,,Brevi_908_7.fa_01243,,,Brevi_JB5.fa_02090,,,,,,,,,
group_8787,kefC,Glutathione-regulated potassium-efflux system protein KefC,3,3,1,1,1195,1,472,,1694,1694,1694,,,,,,,,,,Brevi_341_13.fa_00816,,Brevi_862_7.fa_01300,,,,,Brevi_962_8.fa_01333,,,,,,,,,,
group_8788,ybhF,putative multidrug ABC transporter ATP-binding protein YbhF,3,3,1,1,1193,1,470,,911,911,911,,,,,,,,,,Brevi_341_13.fa_00818,,Brevi_862_7.fa_01302,,,,,Brevi_962_8.fa_01335,,,,,,,,,,
group_8789,,hypothetical protein,3,3,1,1,1192,1,469,,1037,1037,1037,,,,,,,,,,Brevi_341_13.fa_00819,,Brevi_862_7.fa_01303,,,,,Brevi_962_8.fa_01336,,,,,,,,,,
group_891,fccB,Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain,3,3,1,1,7757,1,6962,,998,1289,1192,,,,,,,,,,Brevi_341_13.fa_01538,,,,,Brevi_908_7.fa_02013,,Brevi_962_8.fa_02515,,,,,,,,,,
group_8963,yfmC_1,Fe(3+)-citrate-binding protein YfmC,3,3,1,1,2277,1,1890,,947,947,947,,,,,,,,,,Brevi_341_13.fa_01028,,,,,Brevi_908_7.fa_01296,Brevi_947_7.fa_03232,,,,,,,,,,,
group_8992,,hypothetical protein,3,3,1,1,2204,1,9636,,458,458,458,,,,,,,,,,Brevi_341_13.fa_01082,,,,,Brevi_908_7.fa_01242,,Brevi_962_8.fa_00339,,,,,,,,,,
group_8993,,hypothetical protein,3,3,1,1,2203,1,9637,,1007,1007,1007,,,,,,,,,,Brevi_341_13.fa_01083,,,,,Brevi_908_7.fa_01241,,Brevi_962_8.fa_00340,,,,,,,,,,
group_8994,,hypothetical protein,3,3,1,1,2202,1,9638,,392,392,392,,,,,,,,,,Brevi_341_13.fa_01084,,,,,Brevi_908_7.fa_01240,,Brevi_962_8.fa_00341,,,,,,,,,,
group_9007,,hypothetical protein,3,3,1,1,2163,1,4771,,296,296,296,,,,,,,,,,Brevi_341_13.fa_01101,,,Brevi_876_7.fa_03022,,,,Brevi_962_8.fa_00358,,,,,,,,,,
group_9012,,hypothetical protein,3,3,1,1,2179,1,9614,,287,287,287,,,,,,,,,,Brevi_341_13.fa_01107,,,,,,,Brevi_962_8.fa_00364,Brevi_JB5.fa_01437,,,,,,,,,
group_908,yhdG_4,putative amino acid permease YhdG,3,3,1,1,7686,1,10812,,749,1499,1249,,,,,,,,,,,,,Brevi_876_7.fa_00069,,,Brevi_947_7.fa_01573,Brevi_962_8.fa_03021,,,,,,,,,,
group_9141,gltC_1,HTH-type transcriptional regulator GltC,3,3,1,1,1729,1,9341,,902,902,902,,,,,,,,,,Brevi_341_13.fa_01309,,,Brevi_876_7.fa_01784,,,Brevi_947_7.fa_00444,,,,,,,,,,,
group_9152,yofA,HTH-type transcriptional regulator YofA,3,3,1,1,1843,1,9461,,887,887,887,,,,,,,,,,Brevi_341_13.fa_01325,,,,Brevi_900_6.fa_01813,,,,Brevi_JB5.fa_03494,,,,,,,,,
group_9264,rspR_1,HTH-type transcriptional repressor RspR,3,3,1,1,7728,1,6934,,722,722,722,,,,,,,,,,Brevi_341_13.fa_01506,Brevi_738_8.fa_01939,,,,Brevi_908_7.fa_00352,,,,,,,,,,,,
drrB_2,,Daunorubicin/doxorubicin resistance ABC transporter permease protein DrrB,3,3,1,1,9422,1,7004,,800,800,800,,,,,,,,,,Brevi_341_13.fa_01552,,,,,,Brevi_947_7.fa_03332,,Brevi_JB5.fa_03742,,,,,,,,,
group_9439,,hypothetical protein,3,3,1,1,4770,1,4567,,209,209,209,,,,,,,,,,Brevi_341_13.fa_01789,Brevi_738_8.fa_03253,,,,,,Brevi_962_8.fa_01123,,,,,,,,,,
group_9440,,hypothetical protein,3,3,1,1,4263,1,4566,,563,563,563,,,,,,,,,,Brevi_341_13.fa_01790,Brevi_738_8.fa_03252,,,,,,Brevi_962_8.fa_01122,,,,,,,,,,
group_9535,,hypothetical protein,3,3,1,1,4214,1,4842,,404,404,404,,,,,,,,,,Brevi_341_13.fa_01937,,,Brevi_876_7.fa_00387,,,,,Brevi_JB5.fa_00348,,,,,,,,,
group_9537,,hypothetical protein,3,3,1,1,5075,1,4860,,323,323,323,,,,,,,,,,Brevi_341_13.fa_01942,Brevi_738_8.fa_00550,,,,Brevi_908_7.fa_01745,,,,,,,,,,,,
group_9596,,hypothetical protein,3,3,1,1,11318,1,6822,,164,164,164,,,,,,,,,,Brevi_341_13.fa_02029,,Brevi_862_7.fa_03016,,Brevi_900_6.fa_03456,,,,,,,,,,,,,
group_9852,,hypothetical protein,3,3,1,1,10193,1,10653,,158,158,158,,,,,,,,,,Brevi_341_13.fa_02379,,,Brevi_876_7.fa_02091,,,,,Brevi_JB5.fa_01645,,,,,,,,,
group_995,bmrR,Multidrug-efflux transporter 1 regulator,3,3,1,1,574,1,1447,,308,308,308,,,,,,,,,,,Brevi_738_8.fa_01582,,,,,,Brevi_962_8.fa_00771,Brevi_JB5.fa_00480,,,,,,,,,
group_9964,,hypothetical protein,3,3,1,1,10705,1,11134,,608,608,608,,,,,,,,,,Brevi_341_13.fa_02583,,Brevi_862_7.fa_00776,,,,,Brevi_962_8.fa_01830,,,,,,,,,,
group_10013,,Alkaline shock protein 23,2,2,1,1,10781,1,11016,,473,473,473,,,,,,,,,,Brevi_341_13.fa_02650,,,,,Brevi_908_7.fa_03120,,,,,,,,,,,,
sigE_2,,ECF RNA polymerase sigma factor SigE,2,2,1,1,10792,1,11015,,710,710,710,,,,,,,,,,Brevi_341_13.fa_02651,,,,,Brevi_908_7.fa_03119,,,,,,,,,,,,
group_10015,,hypothetical protein,2,2,1,1,10793,1,11014,,491,491,491,,,,,,,,,,Brevi_341_13.fa_02652,,,,,Brevi_908_7.fa_03118,,,,,,,,,,,,
group_10016,,hypothetical protein,2,2,1,1,10794,1,11013,,431,431,431,,,,,,,,,,Brevi_341_13.fa_02653,,,,,Brevi_908_7.fa_03117,,,,,,,,,,,,
group_10017,,hypothetical protein,2,2,1,1,10795,1,11012,,281,281,281,,,,,,,,,,Brevi_341_13.fa_02654,,,,,Brevi_908_7.fa_03116,,,,,,,,,,,,
group_10058,mmgC_1,Acyl-CoA dehydrogenase,2,2,1,1,5182,1,4941,,1175,1175,1175,,,,,,,,,,Brevi_341_13.fa_02738,,Brevi_862_7.fa_01704,,,,,,,,,,,,,,,
group_10060,,hypothetical protein,2,2,1,1,5207,1,3832,,1034,1034,1034,,,,,,,,,,Brevi_341_13.fa_02741,Brevi_738_8.fa_00596,,,,,,,,,,,,,,,,
group_10092,surA,Chaperone SurA,2,2,1,1,5446,1,3999,,785,785,785,,,,,,,,,,Brevi_341_13.fa_02777,,,,,,Brevi_947_7.fa_00099,,,,,,,,,,,
group_10125,pdhC_2,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,2,2,1,1,581,1,1508,,1430,1430,1430,,,,,,,,,,Brevi_341_13.fa_02830,,,,,,,Brevi_962_8.fa_00792,,,,,,,,,,
group_1015,,hypothetical protein,2,2,1,1,1063,1,954,,248,248,248,,,,,,,,,,Brevi_341_13.fa_03590,,Brevi_862_7.fa_01040,,,,,,,,,,,,,,,
group_10264,,hypothetical protein,2,2,1,1,4067,1,3328,,1112,1112,1112,,,,,,,,,,Brevi_341_13.fa_03058,,,,,,,Brevi_962_8.fa_03296,,,,,,,,,,
group_10314,,hypothetical protein,2,2,1,1,257,1,1155,,1322,1322,1322,,,,,,,,,,Brevi_341_13.fa_03130,,,,,Brevi_908_7.fa_01840,,,,,,,,,,,,
group_10316,,Polyphosphate:AMP/ADP phosphotransferase,2,2,1,1,264,1,1146,,863,863,863,,,,,,,,,,Brevi_341_13.fa_03133,,,,,Brevi_908_7.fa_01843,,,,,,,,,,,,
group_10317,msrP_2,Protein-methionine-sulfoxide reductase catalytic subunit MsrP,2,2,1,1,279,1,1165,,1529,1529,1529,,,,,,,,,,Brevi_341_13.fa_03136,,,,,Brevi_908_7.fa_01846,,,,,,,,,,,,
group_1034,nlhH_2,Carboxylesterase NlhH,2,2,1,1,7997,1,9050,,542,944,743,,,,,,,,,,,,,,Brevi_900_6.fa_03486,,,Brevi_962_8.fa_03631,,,,,,,,,,
group_10341,ocd,Delta(1)-pyrroline-2-carboxylate reductase 1,2,2,1,1,336,1,1255,,932,932,932,,,,,,,,,,Brevi_341_13.fa_03172,,,Brevi_876_7.fa_02782,,,,,,,,,,,,,,
group_1039,,hypothetical protein,2,2,1,1,2540,1,3300,,461,1367,914,,,,,,,,,,,,,,,,Brevi_947_7.fa_02224,,Brevi_JB5.fa_01354,,,,,,,,,
ydcV_1,,Inner membrane ABC transporter permease protein YdcV,2,2,1,1,7985,1,9039,,803,803,803,,,,,,,,,,Brevi_341_13.fa_03288,,,,,,,,Brevi_JB5.fa_01920,,,,,,,,,
ydcU,,Inner membrane ABC transporter permease protein YdcU,2,2,1,1,7984,1,9038,,899,899,899,,,,,,,,,,Brevi_341_13.fa_03289,,,,,,,,Brevi_JB5.fa_01919,,,,,,,,,
group_10426,spuD,Putrescine-binding periplasmic protein SpuD,2,2,1,1,7983,1,9037,,1184,1184,1184,,,,,,,,,,Brevi_341_13.fa_03290,,,,,,,,Brevi_JB5.fa_01918,,,,,,,,,
group_10427,potA_2,Spermidine/putrescine import ATP-binding protein PotA,2,2,1,1,7982,1,9036,,1043,1043,1043,,,,,,,,,,Brevi_341_13.fa_03291,,,,,,,,Brevi_JB5.fa_01917,,,,,,,,,
pdhR,,Pyruvate dehydrogenase complex repressor,2,2,1,1,7981,1,9035,,764,764,764,,,,,,,,,,Brevi_341_13.fa_03292,,,,,,,,Brevi_JB5.fa_01916,,,,,,,,,
group_10429,tagE_1,Poly(glycerol-phosphate) alpha-glucosyltransferase,2,2,1,1,7979,1,9033,,1934,1934,1934,,,,,,,,,,Brevi_341_13.fa_03294,,,,,,,,Brevi_JB5.fa_01914,,,,,,,,,
yejF,,putative ABC transporter ATP-binding protein YejF,2,2,1,1,7978,1,9032,,425,425,425,,,,,,,,,,Brevi_341_13.fa_03295,,,,,,,,Brevi_JB5.fa_01913,,,,,,,,,
occP,,Octopine permease ATP-binding protein P,2,2,1,1,7977,1,9031,,401,401,401,,,,,,,,,,Brevi_341_13.fa_03296,,,,,,,,Brevi_JB5.fa_01912,,,,,,,,,
group_10432,,hypothetical protein,2,2,1,1,7976,1,9030,,824,824,824,,,,,,,,,,Brevi_341_13.fa_03297,,,,,,,,Brevi_JB5.fa_01911,,,,,,,,,
group_10433,,hypothetical protein,2,2,1,1,7975,1,9029,,458,458,458,,,,,,,,,,Brevi_341_13.fa_03298,,,,,,,,Brevi_JB5.fa_01910,,,,,,,,,
group_105,,hypothetical protein,2,2,1,1,1559,1,1583,,236,620,428,,,,,,,,,,Brevi_341_13.fa_00098,,,,,,,Brevi_962_8.fa_02683,,,,,,,,,,
group_10539,wecC,UDP-N-acetyl-D-mannosamine dehydrogenase,2,2,1,1,4351,1,4467,,1259,1259,1259,,,,,,,,,,Brevi_341_13.fa_03473,,,,,,,,Brevi_JB5.fa_01009,,,,,,,,,
group_10599,,hypothetical protein,2,2,1,1,7465,1,6700,,134,134,134,,,,,,,,,,,Brevi_738_8.fa_00001,,,,,Brevi_947_7.fa_00909,,,,,,,,,,,
group_10659,,hypothetical protein,2,2,1,1,10504,1,10942,,908,908,908,,,,,,,,,,,Brevi_738_8.fa_00472,,,,,,,Brevi_JB5.fa_01867,,,,,,,,,
group_1069,,hypothetical protein,2,2,1,1,4572,1,4139,,1352,1811,1581,,,,,,,,,,,,Brevi_862_7.fa_03760,,,,,Brevi_962_8.fa_03637,,,,,,,,,,
group_10716,,hypothetical protein,2,2,1,1,5264,1,3847,,410,410,410,,,,,,,,,,,Brevi_738_8.fa_00600,,,Brevi_900_6.fa_00859,,,,,,,,,,,,,
ltaE_1,,Low specificity L-threonine aldolase,2,2,1,1,5265,1,3848,,1016,1016,1016,,,,,,,,,,,Brevi_738_8.fa_00601,,,Brevi_900_6.fa_00860,,,,,,,,,,,,,
group_10718,yjdJ,putative protein YjdJ,2,2,1,1,5267,1,3850,,368,368,368,,,,,,,,,,,Brevi_738_8.fa_00603,,,Brevi_900_6.fa_00862,,,,,,,,,,,,,
group_10719,,"Putative quercetin 2,3-dioxygenase",2,2,1,1,5268,1,3851,,1097,1097,1097,,,,,,,,,,,Brevi_738_8.fa_00604,,,Brevi_900_6.fa_00863,,,,,,,,,,,,,
marR_1,,Multiple antibiotic resistance protein MarR,2,2,1,1,5269,1,3852,,455,455,455,,,,,,,,,,,Brevi_738_8.fa_00605,,,Brevi_900_6.fa_00864,,,,,,,,,,,,,
glsA,,Glutaminase,2,2,1,1,5270,1,3853,,1280,1280,1280,,,,,,,,,,,Brevi_738_8.fa_00606,,,Brevi_900_6.fa_00865,,,,,,,,,,,,,
group_10722,,hypothetical protein,2,2,1,1,5271,1,3854,,374,374,374,,,,,,,,,,,Brevi_738_8.fa_00607,,,Brevi_900_6.fa_00866,,,,,,,,,,,,,
group_10723,ydgH,Putative membrane protein YdgH,2,2,1,1,5272,1,3855,,2309,2309,2309,,,,,,,,,,,Brevi_738_8.fa_00608,,,Brevi_900_6.fa_00867,,,,,,,,,,,,,
group_10724,,hypothetical protein,2,2,1,1,5273,1,3856,,449,449,449,,,,,,,,,,,Brevi_738_8.fa_00609,,,Brevi_900_6.fa_00868,,,,,,,,,,,,,
group_10725,,hypothetical protein,2,2,1,1,5274,1,3857,,356,356,356,,,,,,,,,,,Brevi_738_8.fa_00610,,,Brevi_900_6.fa_00869,,,,,,,,,,,,,
group_10726,dctM_4,C4-dicarboxylate TRAP transporter large permease protein DctM,2,2,1,1,5276,1,3859,,2015,2015,2015,,,,,,,,,,,Brevi_738_8.fa_00612,,,Brevi_900_6.fa_00871,,,,,,,,,,,,,
group_10727,,hypothetical protein,2,2,1,1,5277,1,3860,,470,470,470,,,,,,,,,,,Brevi_738_8.fa_00613,,,Brevi_900_6.fa_00872,,,,,,,,,,,,,
group_10728,,hypothetical protein,2,2,1,1,5278,1,3861,,998,998,998,,,,,,,,,,,Brevi_738_8.fa_00614,,,Brevi_900_6.fa_00873,,,,,,,,,,,,,
group_10729,,hypothetical protein,2,2,1,1,5279,1,3862,,947,947,947,,,,,,,,,,,Brevi_738_8.fa_00615,,,Brevi_900_6.fa_00874,,,,,,,,,,,,,
group_10730,,putative HTH-type transcriptional regulator,2,2,1,1,5280,1,3863,,674,674,674,,,,,,,,,,,Brevi_738_8.fa_00616,,,Brevi_900_6.fa_00875,,,,,,,,,,,,,
group_10739,,hypothetical protein,2,2,1,1,4173,1,3794,,908,908,908,,,,,,,,,,,Brevi_738_8.fa_00639,,,,Brevi_908_7.fa_02559,,,,,,,,,,,,
group_10770,aviRb,23S rRNA (uridine(2479)-2'-O)-methyltransferase,2,2,1,1,9475,1,10381,,890,890,890,,,,,,,,,,,Brevi_738_8.fa_00751,,,,,Brevi_947_7.fa_02526,,,,,,,,,,,
group_10771,pgsA2,Putative CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyl-transferase 2,2,2,1,1,9743,1,10411,,704,704,704,,,,,,,,,,,Brevi_738_8.fa_00781,,,,Brevi_908_7.fa_00570,,,,,,,,,,,,
ftsH2,,ATP-dependent zinc metalloprotease FtsH 2,2,2,1,1,9929,1,10125,,1328,1328,1328,,,,,,,,,,,Brevi_738_8.fa_00799,,,,Brevi_908_7.fa_00589,,,,,,,,,,,,
yfiR_1,,putative HTH-type transcriptional regulator YfiR,2,2,1,1,9928,1,10124,,608,608,608,,,,,,,,,,,Brevi_738_8.fa_00800,,,,Brevi_908_7.fa_00590,,,,,,,,,,,,
group_10778,,NADH oxidase,2,2,1,1,9927,1,10123,,1985,1985,1985,,,,,,,,,,,Brevi_738_8.fa_00801,,,,Brevi_908_7.fa_00591,,,,,,,,,,,,
intQ,,Putative defective protein IntQ,2,2,1,1,7469,1,6767,,1286,1286,1286,,,,,,,,,,,Brevi_738_8.fa_01001,Brevi_862_7.fa_03646,,,,,,,,,,,,,,,
group_108,etfA_1,Electron transfer flavoprotein subunit alpha,2,2,1,1,4863,1,4658,,470,662,566,,,,,,,,,,Brevi_341_13.fa_01865,,,,,Brevi_908_7.fa_03543,,,,,,,,,,,,
group_10800,,hypothetical protein,2,2,1,1,7468,1,6766,,575,575,575,,,,,,,,,,,Brevi_738_8.fa_01002,Brevi_862_7.fa_03645,,,,,,,,,,,,,,,
group_10805,chrA,Chromate transport protein,2,2,1,1,11426,1,6778,,989,989,989,,,,,,,,,,,Brevi_738_8.fa_01007,Brevi_862_7.fa_02978,,,,,,,,,,,,,,,
cadA_1,,"Cadmium, zinc and cobalt-transporting ATPase",2,2,1,1,11427,1,6779,,1958,1958,1958,,,,,,,,,,,Brevi_738_8.fa_01008,Brevi_862_7.fa_02979,,,,,,,,,,,,,,,
group_10807,,hypothetical protein,2,2,1,1,11428,1,6780,,728,728,728,,,,,,,,,,,Brevi_738_8.fa_01009,Brevi_862_7.fa_02980,,,,,,,,,,,,,,,
fdhL_1,,Fructose dehydrogenase large subunit,2,2,1,1,4172,1,3781,,689,689,689,,,,,,,,,,,Brevi_738_8.fa_00633,,,,Brevi_908_7.fa_02565,,,,,,,,,,,,
group_10869,,hypothetical protein,2,2,1,1,10755,1,11210,,440,440,440,,,,,,,,,,,Brevi_738_8.fa_01272,,,Brevi_900_6.fa_00826,,,,,,,,,,,,,
group_10889,nreB_1,Oxygen sensor histidine kinase NreB,2,2,1,1,287,1,1170,,1349,1349,1349,,,,,,,,,,,Brevi_738_8.fa_01396,Brevi_862_7.fa_00655,,,,,,,,,,,,,,,
group_10891,,hypothetical protein,2,2,1,1,292,1,1195,,2456,2456,2456,,,,,,,,,,,Brevi_738_8.fa_01401,Brevi_862_7.fa_00660,,,,,,,,,,,,,,,
prmB_1,,"3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component",2,2,1,1,5353,1,3948,,518,1511,1014,,,,,,,,,,,,Brevi_862_7.fa_02935,Brevi_876_7.fa_00254,,,,,,,,,,,,,,
group_10940,mutT1,putative 8-oxo-dGTP diphosphatase 1,2,2,1,1,7699,1,10738,,974,974,974,,,,,,,,,,,Brevi_738_8.fa_01757,,,,Brevi_908_7.fa_00175,,,,,,,,,,,,
group_10943,tam,Trans-aconitate 2-methyltransferase,2,2,1,1,10277,1,10735,,689,689,689,,,,,,,,,,,Brevi_738_8.fa_01761,Brevi_862_7.fa_00912,,,,,,,,,,,,,,,
group_10962,fdhD,Sulfur carrier protein FdhD,2,2,1,1,10023,1,10480,,881,881,881,,,,,,,,,,,Brevi_738_8.fa_01968,Brevi_862_7.fa_00349,,,,,,,,,,,,,,,
group_10963,,hypothetical protein,2,2,1,1,10022,1,10479,,1268,1268,1268,,,,,,,,,,,Brevi_738_8.fa_01969,Brevi_862_7.fa_00350,,,,,,,,,,,,,,,
group_10964,csbC,putative metabolite transport protein CsbC,2,2,1,1,10021,1,10478,,1844,1844,1844,,,,,,,,,,,Brevi_738_8.fa_01970,Brevi_862_7.fa_00351,,,,,,,,,,,,,,,
group_10965,,hypothetical protein,2,2,1,1,10020,1,10477,,728,728,728,,,,,,,,,,,Brevi_738_8.fa_01971,Brevi_862_7.fa_00352,,,,,,,,,,,,,,,
group_10966,,hypothetical protein,2,2,1,1,10019,1,10476,,440,440,440,,,,,,,,,,,Brevi_738_8.fa_01972,Brevi_862_7.fa_00353,,,,,,,,,,,,,,,
group_10967,,hypothetical protein,2,2,1,1,10018,1,10475,,1481,1481,1481,,,,,,,,,,,Brevi_738_8.fa_01973,Brevi_862_7.fa_00354,,,,,,,,,,,,,,,
group_10968,,hypothetical protein,2,2,1,1,10017,1,10474,,359,359,359,,,,,,,,,,,Brevi_738_8.fa_01974,Brevi_862_7.fa_00355,,,,,,,,,,,,,,,
group_10969,,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase,2,2,1,1,10016,1,10473,,1505,1505,1505,,,,,,,,,,,Brevi_738_8.fa_01975,Brevi_862_7.fa_03169,,,,,,,,,,,,,,,
group_10970,crtB,All-trans-phytoene synthase,2,2,1,1,10015,1,10472,,899,899,899,,,,,,,,,,,Brevi_738_8.fa_01976,Brevi_862_7.fa_03168,,,,,,,,,,,,,,,
group_10971,crtN,Dehydrosqualene desaturase,2,2,1,1,10014,1,10471,,1586,1586,1586,,,,,,,,,,,Brevi_738_8.fa_01977,Brevi_862_7.fa_03167,,,,,,,,,,,,,,,
group_10972,,hypothetical protein,2,2,1,1,10013,1,10470,,812,812,812,,,,,,,,,,,Brevi_738_8.fa_01978,Brevi_862_7.fa_03166,,,,,,,,,,,,,,,
group_10973,phrA,Deoxyribodipyrimidine photo-lyase,2,2,1,1,10012,1,10469,,1463,1463,1463,,,,,,,,,,,Brevi_738_8.fa_01979,Brevi_862_7.fa_03165,,,,,,,,,,,,,,,
group_10974,pds,15-cis-phytoene desaturase,2,2,1,1,10010,1,10467,,1553,1553,1553,,,,,,,,,,,Brevi_738_8.fa_01981,Brevi_862_7.fa_03163,,,,,,,,,,,,,,,
group_10975,,hypothetical protein,2,2,1,1,10009,1,10466,,323,323,323,,,,,,,,,,,Brevi_738_8.fa_01982,Brevi_862_7.fa_03162,,,,,,,,,,,,,,,
group_10976,,hypothetical protein,2,2,1,1,10008,1,10465,,377,377,377,,,,,,,,,,,Brevi_738_8.fa_01983,Brevi_862_7.fa_03161,,,,,,,,,,,,,,,
group_10977,,Cytochrome P450 121,2,2,1,1,10007,1,10464,,1229,1229,1229,,,,,,,,,,,Brevi_738_8.fa_01984,Brevi_862_7.fa_03160,,,,,,,,,,,,,,,
group_10978,,"(2E,6E)-farnesyl diphosphate synthase",2,2,1,1,10006,1,10463,,1064,1064,1064,,,,,,,,,,,Brevi_738_8.fa_01985,Brevi_862_7.fa_03159,,,,,,,,,,,,,,,
group_10979,idi,Isopentenyl-diphosphate Delta-isomerase,2,2,1,1,10005,1,10462,,548,548,548,,,,,,,,,,,Brevi_738_8.fa_01986,Brevi_862_7.fa_03158,,,,,,,,,,,,,,,
group_10980,,hypothetical protein,2,2,1,1,10004,1,10461,,533,533,533,,,,,,,,,,,Brevi_738_8.fa_01987,Brevi_862_7.fa_03157,,,,,,,,,,,,,,,
ligD_1,,Multifunctional non-homologous end joining protein LigD,2,2,1,1,8057,1,9932,,2561,2561,2561,,,,,,,,,,,Brevi_738_8.fa_01989,Brevi_862_7.fa_03155,,,,,,,,,,,,,,,
group_10982,yghA,putative oxidoreductase YghA,2,2,1,1,8056,1,9931,,893,893,893,,,,,,,,,,,Brevi_738_8.fa_01990,Brevi_862_7.fa_03154,,,,,,,,,,,,,,,
group_10983,,hypothetical protein,2,2,1,1,8054,1,9929,,416,416,416,,,,,,,,,,,Brevi_738_8.fa_01992,Brevi_862_7.fa_03152,,,,,,,,,,,,,,,
group_10984,mdh,Malate dehydrogenase,2,2,1,1,8052,1,9927,,986,986,986,,,,,,,,,,,Brevi_738_8.fa_01994,Brevi_862_7.fa_03150,,,,,,,,,,,,,,,
group_10986,corA,Cobalt/magnesium transport protein CorA,2,2,1,1,7931,1,9924,,1139,1139,1139,,,,,,,,,,,Brevi_738_8.fa_01997,,,Brevi_900_6.fa_00306,,,,,,,,,,,,,
group_1099,,hypothetical protein,2,2,1,1,10740,1,11167,,398,1469,933,,,,,,,,,,,,Brevi_862_7.fa_00807,,Brevi_900_6.fa_00839,,,,,,,,,,,,,
group_10994,,hypothetical protein,2,2,1,1,7216,1,3163,,545,545,545,,,,,,,,,,,Brevi_738_8.fa_02007,Brevi_862_7.fa_02614,,,,,,,,,,,,,,,
group_10995,,hypothetical protein,2,2,1,1,7215,1,3162,,338,338,338,,,,,,,,,,,Brevi_738_8.fa_02008,Brevi_862_7.fa_02613,,,,,,,,,,,,,,,
